Source,Target,Weight
天治基金-浦发银行-华宝信托-华宝-银河31号集合资金信托计划,肖铁罗,1
天治基金-浦发银行-华宝信托-华宝-银河31号集合资金信托计划,程卫生,1
长信基金-浦发银行-陆家嘴国际信托-陆家嘴信托-鸿泰6号集合资金信托计划,段启掌,1
长信基金-浦发银行-陆家嘴国际信托-陆家嘴信托-鸿泰6号集合资金信托计划,姜滨,1
长信基金-浦发银行-陆家嘴国际信托-陆家嘴信托-鸿泰6号集合资金信托计划,肖铁罗,1
长信基金-浦发银行-陆家嘴国际信托-陆家嘴信托-鸿泰6号集合资金信托计划,程卫生,1
泰达宏利基金-平安银行-华润深国投信托-华润信托·安徽国资定增1期集合信托计划,段启掌,1
泰达宏利基金-平安银行-华润深国投信托-华润信托·安徽国资定增1期集合信托计划,姜滨,1
泰达宏利基金-平安银行-华润深国投信托-华润信托·安徽国资定增1期集合信托计划,肖铁罗,1
泰达宏利基金-平安银行-华润深国投信托-华润信托·安徽国资定增1期集合信托计划,程卫生,1
深圳市通产集团有限公司,王培屹,1
深圳市通产集团有限公司,任平,1
深圳市通产集团有限公司,张照祥,1
深圳市通产集团有限公司,殷克扬,1
深圳市通产集团有限公司,鲍瑞,1
石河子丽源祥股权投资有限公司,王培屹,1
石河子丽源祥股权投资有限公司,任平,1
石河子丽源祥股权投资有限公司,张照祥,1
石河子丽源祥股权投资有限公司,殷克扬,1
石河子丽源祥股权投资有限公司,鲍瑞,1
张茂义,京合都(东莞)股权投资管理有限公司,1
胡天兴,京合都(东莞)股权投资管理有限公司,1
京合都(东莞)股权投资管理有限公司,姜风,1
京合都(东莞)股权投资管理有限公司,张立华,1
京合都(东莞)股权投资管理有限公司,李卫平,1
京合都(东莞)股权投资管理有限公司,方伟,1
京合都(东莞)股权投资管理有限公司,周水英,1
王新荣,上海晨灿投资中心(有限合伙),1
王新荣,上海盛彦舟合投资管理中心(有限合伙),1
王新荣,上海诚芯投资中心(有限合伙),1
王新荣,浙江恒晋同盛创业投资合伙企业(有限合伙),1
马夏坤,上海晨灿投资中心(有限合伙),1
马夏坤,上海盛彦舟合投资管理中心(有限合伙),1
马夏坤,上海诚芯投资中心(有限合伙),1
马夏坤,浙江恒晋同盛创业投资合伙企业(有限合伙),1
上海晨灿投资中心(有限合伙),何晓玲,1
上海晨灿投资中心(有限合伙),金晓铮,1
上海晨灿投资中心(有限合伙),李振华,1
上海晨灿投资中心(有限合伙),王伟,1
上海盛彦舟合投资管理中心(有限合伙),何晓玲,1
上海盛彦舟合投资管理中心(有限合伙),金晓铮,1
上海盛彦舟合投资管理中心(有限合伙),李振华,1
上海盛彦舟合投资管理中心(有限合伙),王伟,1
何晓玲,上海诚芯投资中心(有限合伙),1
何晓玲,浙江恒晋同盛创业投资合伙企业(有限合伙),1
上海诚芯投资中心(有限合伙),金晓铮,1
上海诚芯投资中心(有限合伙),李振华,1
上海诚芯投资中心(有限合伙),王伟,1
金晓铮,浙江恒晋同盛创业投资合伙企业(有限合伙),1
浙江恒晋同盛创业投资合伙企业(有限合伙),李振华,1
浙江恒晋同盛创业投资合伙企业(有限合伙),王伟,1
唐山市丰南区黄各庄镇农村经济经营管理站,万波,1
唐山市丰南区黄各庄镇农村经济经营管理站,胡建萍,1
唐山市丰南区鼎立投资有限公司,万波,1
唐山市丰南区鼎立投资有限公司,胡建萍,1
唐山市丰南区庆伟投资有限公司,万波,1
唐山市丰南区庆伟投资有限公司,胡建萍,1
唐山市丰南区助达投资有限公司,万波,1
唐山市丰南区助达投资有限公司,胡建萍,1
唐山市丰南区伟业投资有限公司,万波,1
唐山市丰南区伟业投资有限公司,胡建萍,1
无锡恒泰九鼎投资中心(有限合伙),万波,1
无锡恒泰九鼎投资中心(有限合伙),胡建萍,1
